Date,Open,High,Low,Close,Adj Close,Volume,bb_bbm,bb_bbh,bb_bbl,rsi
2022-02-01,174.00999450683594,174.83999633789062,172.30999755859375,174.61000061035156,172.18394470214844,86213900,169.49150009155272,181.66217060853432,157.32082957457112,56.119114694652275
2022-02-02,174.75,175.8800048828125,173.3300018310547,175.83999633789062,173.39686584472656,84914300,169.29850006103516,180.92580516966422,157.6711949524061,58.14531382926011
2022-02-03,174.47999572753906,176.24000549316406,172.1199951171875,172.89999389648438,170.49769592285156,89418100,169.1974998474121,180.6616754955105,157.7333241993137,51.96835780491878
2022-02-04,171.67999267578125,174.10000610351562,170.67999267578125,172.38999938964844,170.21136474609375,82465400,169.21699981689454,180.70148550584022,157.73251412794886,50.95708835847168
2022-02-07,172.86000061035156,173.9499969482422,170.9499969482422,171.66000366210938,169.49058532714844,77251200,169.19150009155274,180.65188508943706,157.73111509366842,49.47308000767288
2022-02-08,171.72999572753906,175.35000610351562,171.42999267578125,174.8300018310547,172.62054443359375,74829200,169.32350006103516,180.9781585904309,157.66884153163943,55.52963678605953
2022-02-09,176.0500030517578,176.64999389648438,174.89999389648438,176.27999877929688,174.05221557617188,71285000,169.38349990844728,181.16771722941715,157.5992825874774,58.009063565835746
2022-02-10,174.13999938964844,175.47999572753906,171.5500030517578,172.1199951171875,169.9447784423828,90865900,169.2129997253418,180.73225699956356,157.69374245112004,49.48468498624028
2022-02-11,172.3300018310547,173.0800018310547,168.0399932861328,168.63999938964844,166.50875854492188,98670700,169.0354995727539,180.47492349949454,157.59607564601328,43.69954972464067
2022-02-14,167.3699951171875,169.5800018310547,166.55999755859375,168.8800048828125,166.7457275390625,86185500,168.82599945068358,180.114677129291,157.53732177207615,44.18419839808869
2022-02-15,170.97000122070312,172.9499969482422,170.25,172.7899932861328,170.60630798339844,62527400,168.97549896240236,180.3903032155636,157.56069470924112,51.50781915840222
2022-02-16,171.85000610351562,173.33999633789062,170.0500030517578,172.5500030517578,170.369384765625,61177400,169.29149932861327,180.7346715071065,157.84832715012004,51.06493085284041
2022-02-17,171.02999877929688,171.91000366210938,168.47000122070312,168.8800048828125,166.7457275390625,69589300,169.5099998474121,180.7446127674654,158.2753869273588,44.73083007009327
2022-02-18,169.82000732421875,170.5399932861328,166.19000244140625,167.3000030517578,165.18569946289062,82772700,169.75449981689454,180.5652460688523,158.94375356493677,42.298282295618364
2022-02-22,164.97999572753906,166.69000244140625,162.14999389648438,164.32000732421875,162.2433624267578,91162800,169.8895004272461,180.3523892374035,159.42661161708872,38.090844037848036
2022-02-23,165.5399932861328,166.14999389648438,159.75,160.07000732421875,158.0470428466797,90009200,169.90400085449218,180.31146382345142,159.49653788553294,33.042732452073764
2022-02-24,152.5800018310547,162.85000610351562,152.0,162.74000549316406,160.68333435058594,141147500,170.05650100708007,179.93686909005262,160.17613292410752,38.552337101954784
2022-02-25,163.83999633789062,165.1199951171875,160.8699951171875,164.85000610351562,162.7666473388672,91974200,170.3380012512207,179.2397019998056,161.43630050263582,42.57384351028492
2022-02-28,163.05999755859375,165.4199981689453,162.42999267578125,165.1199951171875,163.0332489013672,95056600,170.07750091552734,179.2652285629159,160.88977326813878,43.08710920212532
2022-03-01,164.6999969482422,166.60000610351562,161.97000122070312,163.1999969482422,161.13751220703125,83474400,169.4985008239746,178.8852302773449,160.11177137060432,40.32675289000063
2022-03-02,164.38999938964844,167.36000061035156,162.9499969482422,166.55999755859375,164.4550323486328,79724800,169.09600067138672,178.25919545346684,159.9328058893066,46.75536031304852
2022-03-03,168.47000122070312,168.91000366210938,165.5500030517578,166.22999572753906,164.1292266845703,76678400,168.61550064086913,177.30958592079926,159.921415360939,46.22860407041713
2022-03-04,164.49000549316406,165.5500030517578,162.10000610351562,163.1699981689453,161.1078643798828,83737200,168.12900085449218,176.89824903372522,159.35975267525913,41.55365458888233
2022-03-07,163.36000061035156,165.02000427246094,159.0399932861328,159.3000030517578,157.28677368164062,96418800,167.47450103759766,176.8096631853345,158.13933888986082,36.523182166887445
2022-03-08,158.82000732421875,162.8800048828125,155.8000030517578,157.44000244140625,155.45030212402344,131148300,166.7635009765625,176.8510038364781,156.67599811664692,34.36960031952874
2022-03-09,161.47999572753906,163.41000366210938,159.41000366210938,162.9499969482422,160.8906707763672,91454900,166.16950073242188,175.6690398884203,156.66996157642347,44.76074411280794
2022-03-10,160.1999969482422,160.38999938964844,155.97999572753906,158.52000427246094,156.51666259765625,105342000,165.28150100708007,174.13280572415636,156.43019629000378,39.36441276736253
2022-03-11,158.92999267578125,159.27999877929688,154.5,154.72999572753906,152.77455139160156,96970100,164.41200103759766,173.80536714357154,155.01863493162378,35.429067047123624
2022-03-14,151.4499969482422,154.1199951171875,150.10000610351562,150.6199951171875,148.7165069580078,108732100,163.5110008239746,174.44063085933266,152.58137078861654,31.725089459916177
2022-03-15,150.89999389648438,155.57000732421875,150.3800048828125,155.08999633789062,153.1299591064453,92964300,162.8215003967285,174.04525163004067,151.59774916341635,39.17332114221859
2022-03-16,157.0500030517578,160.0,154.4600067138672,159.58999633789062,157.57310485839844,102300200,162.1615005493164,172.4786971720515,151.8443039265813,45.60653936357991
2022-03-17,158.61000061035156,161.0,157.6300048828125,160.6199951171875,158.59011840820312,75615400,161.56500015258788,170.7253683880792,152.40463191709657,46.98855420637964
2022-03-18,160.50999450683594,164.47999572753906,159.75999450683594,163.97999572753906,161.90765380859375,123511700,161.31999969482422,169.93027420829623,152.7097251813522,51.332573341218065
2022-03-21,163.50999450683594,166.35000610351562,163.00999450683594,165.3800048828125,163.2899627685547,95811400,161.22399978637696,169.60520516884844,152.8427944039055,53.0586261524606
